0.0009765625	0.954	68.74192246480388	99.02534663312804
0.001953125	0.903	68.23929763597707	96.45725093699275
0.00390625	0.998	63.96187632980152	92.53161691118264
0.0078125	0.931	70.86843295144818	95.8984365150809
0.015625	0.995	59.826142503435314	92.53957584879882
0.03125	0.913	72.17373001333269	98.8650376126487
0.0625	0.799	82.90287914669054	96.57337805889193
0.125	0.963	65.40756765304013	95.70253228437377
0.25	0.969	65.57898986001732	96.54046213004497
0.5	0.996	80.33640364299862	93.8474984736808
