0.0009765625	0.958	67.63874320688568	98.28194763949813
0.001953125	0.905	67.59607210106877	95.82216194683478
0.00390625	0.997	63.211135067263854	91.66458976954105
0.0078125	0.928	70.55436209270074	94.54404746736745
0.015625	0.994	59.88717777247241	91.6623958338554
0.03125	0.912	71.14807269574258	97.5886025818693
0.0625	0.812	81.10351465253164	95.91277376147372
0.125	0.964	64.51537462867647	94.31602640595275
0.25	0.971	64.96892815692377	95.8068043620274
0.5	0.999	79.08754858096097	92.70629438561065
