0.0009765625	0.442	67.63874323321652	64.71828166666072
0.001953125	0.411	67.59607208128027	63.63816062047067
0.00390625	0.563	63.21102657741392	65.35690159289632
0.0078125	0.287	70.55436210057195	63.417523346512354
0.015625	0.571	59.88717479193164	61.712365679151844
0.03125	0.491	71.1480726972224	70.85982912208873
0.0625	0.125	81.1035146510465	66.27418235561137
0.125	0.491	64.51537106102334	64.00032637076212
0.25	0.528	64.96892814828902	66.0330250708524
0.5	0.347	79.08754858483603	69.9168627842706
