0.0009765625	0.974	52.208836819924485	81.91150524326389
0.001953125	0.94	50.192502431383744	80.59691446713992
0.00390625	1.0	53.142746089302065	88.78338449188698
0.0078125	0.971	50.9090616896328	81.12334481013195
0.015625	0.999	45.333766705923665	85.06837929335691
0.03125	0.926	52.15503375632673	76.83482132480913
0.0625	0.996	42.26028924011142	83.97870273896017
0.125	0.981	49.03153139368178	79.01631601463207
0.25	0.987	50.118071081718895	83.03870552005918
0.5	1.0	49.51528066558604	91.62014718909609
