0.0009765625	0.004	52.20883682542086	33.28971750493089
0.001953125	0.032	50.19250243858764	33.53756875732962
0.00390625	0.09	53.142746309195076	31.415137433807494
0.0078125	0.061	50.90906254119818	29.522267495536003
0.015625	0.113	45.3337667179539	31.3996011605241
0.03125	0.019	52.15503375408647	31.046441764521674
0.0625	0.225	42.26028924377857	32.12608846585442
0.125	0.131	49.03153140449644	32.05383260167711
0.25	0.126	50.11807112513453	31.311984117636136
0.5	0.181	49.51528065030603	31.271980623900916
