0.0009765625	0.452	72.48784141711589	68.33392573065012
0.001953125	0.666	67.04270837910752	75.62276678992981
0.00390625	0.857	63.72135058662573	79.85369587805485
0.0078125	0.801	63.17653027157105	77.58193642455291
0.015625	0.585	66.2604256617524	71.18057356227213
0.03125	0.645	70.38068827224154	77.81572811578309
0.0625	0.546	71.61734612598185	74.6084084154568
0.125	0.504	73.45716208259933	73.65373921404547
0.25	0.462	73.85785471709154	72.05360370823948
0.5	0.673	70.38668418112053	77.28501028000753
